MARKET NAME-INSTITUTION DESCRIPTION,MIC,OPERATING MIC,OPRT/SGMT,LEGAL ENTITY NAME,LEI,MARKET CATEGORY CODE,ACRONYM,ISO COUNTRY CODE (ISO 3166),CITY,COMMENTS
DEUTSCHE BANK SUPER X,DBSX,DBSX,OPRT,,,ATSS,,US,NEW YORK,"REGISTERED ATS FOR EQUITIES. THIS MIC CODE  IS A GLOBAL PRODUCT WITH HAVING A PRESENCE IN US (NEW YORK), UK (LONDON) AND APAC (HONG KONG)."
DUTCH CARIBBEAN SECURITIES EXCHANGE,DCSX,DCSX,OPRT,,,NSPD,DCSX,CW,WILLEMSTAD,INTERNATIONAL EXCHANGE FOR THE LISTING AND TRADING IN DOMESTIC- AND INTERNATIONAL SECURITIES.
DEAL DONE TRADING,DDTX,DDTX,OPRT,,V3Z6EZ8Z6KSBJBFBIC58,SINT,DDT,IT,FIRENZE,SYSTEMATIC INTERNALISER.
DCX (DERIVATIVES CURRENCY EXCHANGE),DEAL,DEAL,OPRT,,5493008Z45O1D9LXQL61,NSPD,DCX,US,NEW YORK,MULTI-BANK ELECTRONIC TRADING PLATFORM FOR FX OPTIONS
DEKABANK DEUTSCHE GIROZENTRALE,DEKA,DEKA,OPRT,,0W2PZJM8XOY22M4GG883,SINT,,DE,FRANKFURT AM MAIN,SYSTEMATIC INTERNALISER.
DEX LIMITED,DEXE,DEXE,OPRT,,984500697B8446BCE708,NSPD,,AE,ABU DHABI,
DUBAI GOLD AND COMMODITIES EXCHANGE DMCC,DGCX,DGCX,OPRT,,,NSPD,DGCX,AE,DUBAI,
DEUTSCHE HOLDINGS (LUXEMBOURG) S.A R.L.,DHLX,DHLX,OPRT,,529900G4O4VLOG0B5168,NSPD,,LU,LUXEMBOURG,
NASDAQ DUBAI,DIFX,DIFX,OPRT,,213800QL3V1PYPQMLU38,NSPD,NDXB,AE,DUBAI,"ON TUESDAY 18TH NOVEMBER, 2008, THE DUBAI INTERNATIONAL FINANCIAL MARKET WAS REBRANDED AS NASDAQ DUBAI."
DANSK OTC,DKTC,DKTC,OPRT,,549300Z110UB200D5O13,NSPD,,DK,HORSENS,
SWISS DOTS BY CATS,DOTS,DOTS,OPRT,,529900TW3YXY9C6T1G09,NSPD,DOTS,CH,ZURICH,OTC DERIVATIVES AVAILABLE TO THE SWISS MARKET USING THE CATS PLATFORM IN ASSOCIATION WITH SWISSQUOTE BANK. THE OWNER OF CATS HAS CHANGED FROM CITIGROUP TO BOERSE STUTTGART.
DOWGATE,DOWG,DOWG,OPRT,KING AND SHAXSON LIMITED,213800ARTVZQSADRZ559,MLTF,,GB,LONDON,MULTILATERAL TRADING FACILITY (MTF) FOR BONDS AND DERIVATIVES.
DOWGATE - MTF (MADRID),DOWM,DOWM,OPRT,"KING AND SHAXSON CAPITAL MARKETS S.V., S.A.",959800Q9D0L8KEY3G622,MLTF,,ES,MADRID,MULTILATERAL TRADING FACILITY.
DOWGATE EURO GOVERNMENT BONDS,DOWE,DOWM,SGMT,"KING AND SHAXSON CAPITAL MARKETS S.V., S.A.",959800Q9D0L8KEY3G622,MLTF,,ES,MADRID,
DAIWA DRECT,DRCT,DRCT,OPRT,,,NSPD,,JP,TOKYO,DAIWA EQUITIES ELECTRONIC CROSSING PLATFORM
EURONEXT  UK - REPORTING SERVICES,DRSP,DRSP,OPRT,EURONEXT LONDON LIMITED,969500HMVSZ0TCV65D58,APPA,,GB,LONDON,APPROVED PUBLICATION ARRANGEMENT.
QATAR EXCHANGE,DSMD,DSMD,OPRT,,,NSPD,DSM,QA,DOHA,DOHA SECURITIES MARKET CHANGED TO QATAR EXCHANGE.
GULF MERCANTILE EXCHANGE,DUMX,DUMX,OPRT,GULF MERCANTILE EXCHANGE LTD (GME),,RMKT,GME,AE,DUBAI,
DIGITAL VEGA,DVFX,DVFX,OPRT,,213800GQ81SBZ7SCHZ94,NSPD,DVFX,GB,LONDON,REGISTERED FOR FOREIGN EXCHANGE OPTIONS AND OTC FX DERIVATIVES.
DEALERWEB FIXED INCOME,DWFI,DWFI,OPRT,,G5M52KXHI10IUWXWHQ71,NSPD,,US,JERSEY CITY,
DRIVEWEALTH INSTITUTIONAL LLC,DWIN,DWIN,OPRT,DRIVEWEALTH INSTITUTIONAL LLC,549300PLZK73W8RLLI65,SINT,,US,NEW YORK,
DZ BANK,DZBK,DZBK,OPRT,,529900HNOAA1KXQJUQ27,SINT,,DE,FRANKFURT,SYSTEMATIC INTERNALISER.
ERSTE BANK HUNGARY ZRT.,EBHU,EBHU,OPRT,,549300XWJHRKLHU2PS28,SINT,,HU,BUDAPEST,SYSTEMATIC INTERNALISER.
EBS MTF,EBSN,EBSN,OPRT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,MULTILATERAL TRADING FACILITY FX DERIVATIVES.
EBS MTF - RFQ - FOR THE TRADING OF FX PRODUCTS,EBSD,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,REPLACED BY EBSF.
EBS MTF - FX PRODUCTS - RFQ SEGMENT,EBSF,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,
EBS MTF - RFQ - FOR ASSET MANAGERS TRADING FX PRODUCTS,EBSI,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,REPLACED BY IEBS.
EBS MTF - RFQ - FX PRODUCTS FOR ASSET MANAGERS,IEBS,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,
EBS MTF - RFQ - FOR CORPORATES TRADING FX PRODUCTS,NEXY,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,CEASED OPERATIONS ON 13 DECEMBER 2019.
EBS MTF - RESET,RESE,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,RISK MITIGATION SERVICES.REPLACED BY RESF.
EBS MTF - RESET SEGMENT,RESF,EBSN,SGMT,,2138004TYNQCB7MLTG76,MLTF,,NL,AMSTERDAM,
EBS SERVICE COMPANY LIMITED - ALL MARKETS,EBSS,EBSS,OPRT,EBS SERVICE COMPANY LIMITED,213800Y1KZLBMHGMTJ05,OTHR,,CH,ZURICH,
"EBS MARKET- CLOB - FOR THE TRADING OF SPOT FX, PRECIOUS METALS AND OTHER FX PRODUCTS",EBSC,EBSS,SGMT,EBS SERVICE COMPANY LIMITED,213800Y1KZLBMHGMTJ05,OTHR,,CH,ZURICH,CENTRAL LIMIT ORDER BOOK.
FX SPOT+,GLBX,EBSS,SGMT,EBS SERVICE COMPANY LIMITED,213800Y1KZLBMHGMTJ05,NSPD,,CH,ZURICH,
EUREX CLEARING AG,ECAG,ECAG,OPRT,,529900LN3S50JPU47S06,NSPD,,DE,FRANKFURT,
EUREX CLEARING AG - SME,ECGS,ECAG,SGMT,,529900LN3S50JPU47S06,NSPD,,DE,FRANKFURT,
EUREX CLEARING ASIA PTE. LTD.,ECAL,ECAL,OPRT,,529900J4G0RLU6XER150,NSPD,,SG,SINGAPORE,APPROVED CLEARING HOUSE UNDER MONETARY AUTHORITY OF SINGAPORE (MAS) REGULATION.
TRADECHO EU APA,ECEU,ECEU,OPRT,,213800X8D2RDODXFIY15,APPA,,NL,AMSTERDAM,APPROVED PUBLICATION ARRANGEMENT.
LONDON STOCK EXCHANGE - APA,ECHO,ECHO,OPRT,,,APPA,LSE APA,GB,LONDON,APPROVED PUBLICATION ARRANGEMENT (APA).
ENTERPRISE COMMODITY SERVICES LIMITED,ECSL,ECSL,OPRT,ENTERPRISE COMMODITY SERVICES LIMITED,213800FJ9BFQ7CM6XV47,NSPD,,GB,LONDON,
EUROPEAN CLIMATE EXCHANGE,ECXE,ECXE,OPRT,,,NSPD,,NL,AMSTERDAM,MARKET IS CLOSED.
BATS DIRECT EDGE,EDGE,EDGE,OPRT,,,NSPD,,US,LENEXA,
EDMOND DE ROTHSCHILD  (FRANCE),EDRF,EDRF,OPRT,,9695002JOWSRCLLLNY11,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EDX MARKETS,EDXM,EDXM,OPRT,EDX MARKETS LLC,549300LYIAOCJDKQAI12,OTHR,EDXM,US,JERSEY CITY,
EUREX EXCHANGE ASIA PTE. LTD.,EEAL,EEAL,OPRT,,529900J4G0RLU6XER150,NSPD,,SG,SINGAPORE,REGISTERED MARKET FOR FUTURES AND OPTIONS.
EAST EUROPEAN STOCK EXCHANGE,EESE,EESE,OPRT,,,NSPD,,UA,KIEV,
EQUITY EXPRESS SECURITIES EXCHANGE (EESE),EESX,EESX,OPRT,EQUITY EXPRESS SECURITIES EXCHANGE,9845006E609FC061D476,RMKT,,ZA,JOHANNESBURG,
ENERGIEFINANZ TRADING PLATFORM,EFTP,EFTP,OPRT,,529900B12PPF8G375925,NSPD,HPF,DE,SCHWERIN,THIS MARKET IS CLOSED
EG MARKET TECHNOLOGIES,EGMT,EGMT,OPRT,,549300EL4DC98EM5WP25,NSPD,,US,NEW YORK,REGISTERED MARKET MAKER FOR EQUITIES.
ERSTE GROUP BANK AG,EGSI,EGSI,OPRT,ERSTE GROUP BANK AG,PQOH26KWDF7CG10L6792,SINT,,AT,VIENNA,SYSTEMATIC INTERNALISER.
ELIXIUM S.A.,ELXE,ELXE,OPRT,,549300ET447NVRL3KE13,MLTF,,FR,PARIS,PLATFORM FOR SECURITIES FINANCING TRANSACTIONS.
EMERGING MARKETS BOND EXCHANGE LIMITED,EMBX,EMBX,OPRT,,2138006KYCF5814BKL25,NSPD,EMBX,GB,LONDON,ELECTRONIC TRADING PLATFORM FOR EMERGING MARKET FIXED INCOME BOND.
E-MID,EMID,EMID,OPRT,E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A,8156005A730609F68C89,NSPD,,IT,MILAN,MARKET FOR INTERBANK DEPOSITS IN EUROPE.
E-MID - E-MIDER MARKET,EMDR,EMID,SGMT,E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A,8156005A730609F68C89,NSPD,,IT,MILAN,MARKET FOR THE TRADING OF MULTI-CURRENCY DERIVATIVE FINANCIAL INSTRUMENTS
E-MID - BANCA D'ITALIA SHARES TRADING MARKET,EMIB,EMID,SGMT,E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A,8156005A730609F68C89,NSPD,,IT,MILAN,MARKET FOR THE NATIONAL CENTRAL BANK (BANCA D'ITALIA) SHARES.
E-MID REPO,EMIR,EMID,SGMT,E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A,8156005A730609F68C89,NSPD,,IT,MILAN,ELECTRONIC TRADING PLATFORM FOR REPO TRADES.
ENCLEAR,ENCL,ENCL,OPRT,,,NSPD,ENC,GB,LONDON,"LCH.CLEARNET ENCLEAR PROVIDES AN OTC CLEARING SERVICE FOR VARIOUS COMMODITY PRODUCTS INCLUDING FREIGHT, CONTAINERS, EMISSIONS, IRON ORE, FERTILISER AND COAL."
EURONEXT MARKETS SINGAPORE PTE. LTD.,ENMS,ENMS,OPRT,,549300LIT3MHVGH91679,NSPD,,SG,SINGAPORE,
E-OTC,EOTC,EOTC,OPRT,,,NSPD,,HK,HONG KONG,"INTERNET-BASED BULLETIN BOARD FOR POSTING INDICATIONS OF INTEREST IN BUYING AND SELLING OTC DERIVATIVES, PRIMARILY FOCUSED ON CREDIT DEFAULT SWAPS."
EPEX SPOT SE,EPEX,EPEX,OPRT,,,NSPD,,FR,PARIS,EUROPEAN POWER EXCHANGE (DAY AHEAD AND INTRADAY MARKETS FOR ELECTRICITY IN CENTRAL EUROPE).
EQUILEND CANADA CORP.,EQCA,EQCA,OPRT,EQUILEND CANADA CORP.,213800MJ9CY4JWO58S26,ATSS,,CA,TORONTO,
EQUILEND LIMITED,EQIE,EQIE,OPRT,,213800MQRAFTKJ551M22,MLTF,,IE,DUBLIN,MULTILATERAL TRADING FACILITY (MTF) FOR SECURITIES FINANCING.
EQUILEND LIMITED - SWAPS,EQSE,EQIE,SGMT,EQUILEND LIMITED,213800MQRAFTKJ551M22,OTFS,,IE,DUBLIN,
EQUILEND EUROPE LIMITED,EQLD,EQLD,OPRT,,213800BUOJT8E71MBB36,NSPD,,GB,LONDON,MULTILATERAL TRADING FACILITY
EQUILEND EUROPE LIMITED - SWAPS,EQSL,EQLD,SGMT,,213800BUOJT8E71MBB36,NSPD,,GB,LONDON,
EQUOS,EQOS,EQOS,OPRT,DIGINEX LIMITED,9845005F6E0700AD5F45,NSPD,,SG,SINGAPORE,
EQUOS SPOT,EQOC,EQOS,SGMT,DIGINEX CAPITAL PTE. LTD,984500E3E4004D088181,NSPD,,SG,SINGAPORE,
EQUOS DERIVATIVES,EQOD,EQOS,SGMT,DIGINEX CAPITAL PTE. LTD,984500E3E4004D088181,NSPD,,SG,SINGAPORE,
EQUILEND LLC,EQUS,EQUS,OPRT,EQUILEND LLC,213800BN4DRR1ADYGP92,NSPD,,US,NEW YORK,
EUROBANK,ERBX,ERBX,OPRT,,JEUVK5RWVJEN8W0C9M24,SINT,,GR,ATHENS,SYSTEMATIC INTERNALISER FOR BONDS ISSUED BY THE HELLENIC REPUBLIC.
CBOE DIGITAL EXCHANGE,ERIS,ERIS,OPRT,"CBOE DIGITAL EXCHANGE, LLC",529900RLNSGA90UPEH54,DCMS,,US,CHICAGO,
ERSTE BEFEKTETESI ZRT,ERST,ERST,OPRT,,549300S5161J3XIURT65,SINT,,HU,BUDAPEST,SYSTEMATIC INTERNALISER.
ENGNSOL,ESLO,ESLO,OPRT,ENGNSOL,254900Y8ZW19230JDZ89,NSPD,,FR,FIAC,
ENGNSOL - OMP,ENSL,ESLO,SGMT,ENGNSOL,254900Y8ZW19230JDZ89,NSPD,,FR,FIAC,REGISTERED ORGANIZED MARKET PLACE (OMP) IN THE CAPACITY OF AN ENERGY BROKER PLATFORM.
ETORO EU,ETOR,ETOR,OPRT,ETORO (EUROPE) LIMITED,213800GIFQMSV7HROS23,OTHR,,CY,LIMASSOL,
ENERGY TRADING PLATFORM AMSTERDAM,ETPA,ETPA,OPRT,,724500ESIIL4H59L4375,NSPD,ETPA,NL,AMSTERDAM,ELECTRONIC PLATFORM TO TRADE SPOT ENERGY CONTRACTS.
ETS EURASIAN TRADING SYSTEM COMMODITY EXCHANGE,ETSC,ETSC,OPRT,,,NSPD,,KZ,ALMATY,"THE REGIONAL FINANCIAL CENTRE OF ALMATY CITY (RFCA) AND OJSC ""RUSSIAN TRADING SYSTEM"" STOCK EXCHANGE HAVE SET UP A COMMODITY EXCHANGE, JSC ""EURASIAN TRADING SYSTEM"" HEADQUARTERED IN ALMATY, KAZAKHSTAN."
CITADEL CONNECT EUROPE - EU,EUCC,EUCC,OPRT,,549300J11TNGTWCC3R56,SINT,,IE,DUBLIN,SYSTEMATIC INTERNALISER.
EUREX ZURICH,EUCH,EUCH,OPRT,,,NSPD,,CH,ZURICH,
EUREX REPO MARKET,EURM,EUCH,SGMT,,,NSPD,,CH,ZURICH,EUREX SWISS REPO MARKET.
EUREX CH SECLEND MARKET,EUSC,EUCH,SGMT,,,NSPD,,CH,ZURICH,EUREX SWISS SECURITIES LENDING MARKET.
EUREX OTC SPOT MARKET,EUSP,EUCH,SGMT,,,NSPD,,CH,ZURICH,EUREX SWISS OTC/SPOT MARKET.
EURO-FINANCE AD,EUFN,EUFN,OPRT,EURO-FINANCE AD,5493008YPOF2ZCVQJ061,SINT,EUROFIN,BG,SOFIA,
EUWAX AG,EUWA,EUWA,OPRT,,529900032TYR45XIEW79,SINT,,DE,STUTTGART,SYSTEMATIC INTERNALISER.
EVOLUTION MARKETS,EVOL,EVOL,OPRT,EVOLUTION MARKETS LIMITED,213800XUL6949NBPI464,NSPD,EVOL,GB,LONDON,COMMODITIES.
EUROPEAN WHOLESALE SECURITIES MARKET,EWSM,EWSM,OPRT,,5299009CKES2S5E3YG94,NSPD,EWSM,MT,VALLETTA,
EXANE BNP PARIBAS,EXEU,EXEU,OPRT,,213800SH9MTNZQJKP526,NSPD,EXEU,GB,LONDON,OPERATING MIC COVERING THE CROSSING MECHANISMS OPERATED BY EXANE BNP PARIBAS.
EXANE BNP PARIBAS - BID-OFFER CROSSING,EXBO,EXEU,SGMT,,213800SH9MTNZQJKP526,NSPD,,GB,LONDON,BID-OFFER CROSSING NETWORK TO BE OPERATED BY EXANE BNP PARIBAS.
EXANE BNP PARIBAS - CLOSING PRICE,EXCP,EXEU,SGMT,,213800SH9MTNZQJKP526,NSPD,,GB,LONDON,EXCP IS THE IDENTIFIER TO BE USED FOR CLIENT EXECUTIONS EXECUTED UNDER EXANE'S CLOSING PRICE MECHANISM.
EXANE BNP PARIBAS - DIRECT CAPITAL ACCESS,EXDC,EXEU,SGMT,,213800SH9MTNZQJKP526,NSPD,EXDC,GB,LONDON,
EXANE BNP PARIBAS - LIQUIDITY PROVISION,EXLP,EXEU,SGMT,EXANE,213800SH9MTNZQJKP526,NSPD,EXLP,GB,LONDON,
EXANE BNP PARIBAS - MID POINT,EXMP,EXEU,SGMT,EXANE,969500UP76J52A9OXU27,NSPD,EXANE BNP PARIBAS,GB,LONDON,EUROPEAN MID-POINT CROSSING NETWORK OPERATED BY EXANE BNP PARIBAS.
EXANE BNP PARIBAS - CHILD ORDER CROSSING,EXOR,EXEU,SGMT,EXANE,969500UP76J52A9OXU27,NSPD,,GB,LONDON,SMART ORDER ROUTING CROSSING MECHANISM OPERATED BY EXANE BNP PARIBAS.
EXANE BNP PARIBAS - GB,EXSI,EXEU,SGMT,EXANE,,SINT,,GB,LONDON,EXSI IS THE IDENTIFIER TO BE USED FOR CLIENT EXECUTIONS EXECUTED UNDER THE SYSTEMATIC INTERNALISER REGIME BY EXANE BNP PARIBAS.
EXANE BNP PARIBAS - VOLUME PROFILE CROSSING,EXVP,EXEU,SGMT,EXANE,969500UP76J52A9OXU27,NSPD,,GB,LONDON,CROSSING MECHANISM OPERATED BY EXANE BNP PARIBAS WHERE A BUY AND A SELL ORDER HAVE OPPOSITE VOLUME PROFILES FOR AN INTERVAL OF TIME.
EXOTIX CAPITAL  - OTF,EXOT,EXOT,OPRT,,,OTFS,,GB,LONDON,ORGANISED TRADING FACILITY (OTF).
EXANE BNP PARIBAS - SYSTEMATIC INTERNALISER,EXSE,EXSE,OPRT,,969500UP76J52A9OXU27,SINT,EXSE,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES,EXSY,EXSY,OPRT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES  CORPORATE BONDS,EXSB,EXSY,SGMT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES  OTC DERIVATIVES,EXSD,EXSY,SGMT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES  OTHER BONDS,EXSF,EXSY,SGMT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES  SHARES,EXSH,EXSY,SGMT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES  STRUCTURED PRODUCTS,EXSP,EXSY,SGMT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
EXANE DERIVATIVES  CONVERTIBLES,EXYY,EXSY,SGMT,EXANE DERIVATIVES,2FL5XIC1B8Q6HNGN6A35,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
ENERGY EXCHANGE ISTANBUL,EXTR,EXTR,OPRT,,,NSPD,EXIST,TR,ISTANBUL,LICENSED ENERGY MARKET OPERATOR FOR DAY AHEAD/INTRADAY ELECTRICITY MARKETS AND ESTABLISHMENT OF NATURAL GAS MARKET.
ELECTRICITY DAY-AHEAD MARKET,XEDA,EXTR,SGMT,,,NSPD,EXIST,TR,ISTANBUL,ELECTRICITY DAY-AHEAD MARKET
ELECTRICITY INTRA-DAY MARKET,XEID,EXTR,SGMT,,,NSPD,EXIST,TR,ISTANBUL,ELECTRICITY INTRA-DAY MARKET
CANTOR SPREADFAIR,FAIR,FAIR,OPRT,,,NSPD,,GB,LONDON,
EURONEXT FX,FAST,FAST,OPRT,,549300EXXMRP3JPN4C59,NSPD,,US,NEW YORK,ELECTRONIC TRADING PLATFORM FOR OTC FOREIGN EXCHANGE PRODUCTS.
FINECO BANK,FBSI,FBSI,OPRT,FINECOBANK BANCA FINECO S.P.A.,549300L7YCATGO57ZE10,SINT,FBSI,IT,MILAN,SYSTEMATIC INTERNALISER.
KAASUPORSSI - FINNISH GAS EXCHANGE,FGEX,FGEX,OPRT,,,NSPD,,FI,ESPOO,THE FINNISH GAS EXCHANGE
FINSTREET GLOBAL MARKETS,FGML,FGML,OPRT,FINSTREET GLOBAL MARKETS LIMITED,984500CCC5DB85F00930,MLTF,FGM,AE,ABU DHABI,
FINANCIALCONTENT,FICO,FICO,OPRT,,,NSPD,,US,SAN CARLOS,
FINANCIALCONTENT - INDEXES,XFCI,FICO,SGMT,,,NSPD,,US,SAN CARLOS,ELECTRONIC PLATFORM FOR INDEX CALCULATION.
FINANCIALCONTENT - DIGITAL ASSET TRADE REPORTING FACILITY,XFDA,FICO,SGMT,,,NSPD,,US,SAN CARLOS,
FINANCIAL INFORMATION CONTRIBUTORS EXCHANGE,FICX,FICX,OPRT,,,NSPD,FICONEX,DE,RODGAU,"GLOBAL, CLOUD BASED PLATFORM FOR CONTRIBUTORS INFORMATION EXCHANGE IN REAL-TIME."
FINRA,FINR,FINR,OPRT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,NSPD,,US,WASHINGTON,
FINRA/NASDAQ TRF CHICAGO (TRADE REPORTING FACILITY),FINC,FINR,SGMT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,TRFS,,US,NEW YORK,
FINRA/NASDAQ TRF CARTERET (TRADE REPORTING FACILITY),FINN,FINR,SGMT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,TRFS,FINN,US,NEW YORK,"FINRA HAS TWO TRF PARTICIPANTS, NYSE AND NASDAQ."
FINRA ORF (TRADE REPORTING FACILITY),FINO,FINR,SGMT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,TRFS,,US,WASHINGTON,OTC REPORTING FACILITY.
FINRA/NYSE TRF (TRADE REPORTING FACILITY),FINY,FINR,SGMT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,TRFS,,US,WASHINGTON,"FINRA HAS TWO TRF PARTICIPANTS, NYSE AND NASDAQ."
OTHER OTC,OOTC,FINR,SGMT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,OTHR,,US,WASHINGTON,"OTC SECURITY THAT IS NOT QUOTED ON THE NNQS (PREVIOUSLY OTCBB) BUT IS ELIGIBLE FOR TRADE REPORTING TO THE TRADE REPORTING FACILITY, IS CATEGORIZED AS ""OTHER-OTC""."
FINRA ALTERNATIVE DISPLAY FACILITY (ADF),XADF,FINR,SGMT,"FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",254900F5GTSJJHGE9287,NSPD,,US,WASHINGTON/NEW YORK,THE ALTERNATIVE DISPLAY FACILITY (ADF) IS AN SRO DISPLAY ONLY FACILITY THAT IS OPERATED BY FINRA.
FISH POOL ASA,FISH,FISH,OPRT,,213800EH1XXWX1VYBV42,RMKT,,NO,BERGEN,
FREIGHT INVESTOR SERVICES LIMITED,FISU,FISU,OPRT,,213800F87AK1JKQEVW81,NSPD,FIS,GB,LONDON,INTRODUCING BROKER FOR EXCHANGE TRADED DERIVATIVES CONTRACTS.
FLOW TRADERS,FLWX,FLWX,OPRT,FLOW TRADERS B.V.,549300CLJI9XDH12XV51,NSPD,,NL,AMSTERDAM,RESERVED FOR FUTURE USE.
FLOW TRADERS B.V.  BONDS,FLTB,FLWX,SGMT,,549300CLJI9XDH12XV51,SINT,,NL,AMSTERDAM,SYSTEMATIC INTERNALISER.RESERVED FOR FUTURE USE.
FLOW TRADERS - SYSTEMATIC INTERNALISER,FLTR,FLWX,SGMT,FLOW TRADERS B.V.,549300CLJI9XDH12XV51,SINT,,NL,AMSTERDAM,SYSTEMATIC INTERNALISER.
MTS FRANCE SAS,FMTS,FMTS,OPRT,MARCHE DE TITRES-FRANCE (MTS FRANCE),969500GRHFQL0TGXN535,MLTF,,FR,PARIS,
FMX SECURITIES,FMXS,FMXS,OPRT,FMX SECURITIES (SINGAPORE) PTE. LIMITED,875500IW0XHW5TRS1681,RMOS,,SG,SINGAPORE,
FINANTIA UK LIMITED,FNUK,FNUK,OPRT,,21380064JXN6YW7QAS86,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
FIRSTPLACE WIENER BOERSE,FPWB,FPWB,OPRT,WIENER BOERSE AG,315700ENWH1A81RCVZ91,OTHR,,AT,VIENNA,
COINBASE DERIVATIVES,FREX,FREX,OPRT,"COINBASE DERIVATIVES, LLC",98450096938F91115592,DCMS,CDE,US,CHICAGO,
FONDS DES RENTES / RENTENFONDS,FRRF,FRRF,OPRT,,CGYP50QBGGR6NCHTSN68,NSPD,,BE,BRUSSELS,
FORTE  - OTF,FRTE,FRTE,OPRT,,213800TE1VETDDTPKN12,OTFS,,GB,LONDON,ORGANISED TRADING FACILITY.
FTSEF LLC,FSEF,FSEF,OPRT,,549300T7HPK1QMFMAZ57,NSPD,,US,GREAT NECK,SWAP EXECUTION FACILITY (SEF).
FISHEX,FSHX,FSHX,OPRT,,,NSPD,,NO,TROMSO,
42 FINANCIAL SERVICES,FTFS,FTFS,OPRT,42 FINANCIAL SERVICES A.S.,3.16E+19,OTFS,42FS,CZ,PRAGUE,
42 FINANCIAL SERVICES - MTF,FTFM,FTFS,SGMT,42 FINANCIAL SERVICES A.S.,3.16E+19,MLTF,42FS,CZ,PRAGUE,MULTILATERAL TRADING FACILITY REGULATED MARKET.
FLOW TRADERS U.S LLC,FTUS,FTUS,OPRT,,549300K64LZQW7R9ST34,NSPD,,US,NEW YORK,FLOW TRADERS’ DISCLOSED LIQUIDITY PROVISION  THROUGH LEVEL ALTERNATIVE TRADING SYSTEM (ATS).
FXALL,FXAL,FXAL,OPRT,,,NSPD,,US,NEW YORK,
FXCM,FXCM,FXCM,OPRT,,5493008Z45O1D9LXQL61,NSPD,,US,NEW YORK,REGISTERED AND REGULATED MARKET FOR OTC FOREIGN EXCHANGE OPTIONS TRADING. MARKET FOR SPOT FX AND OPTIONS.
FXCM - MTF,FXGB,FXGB,OPRT,FOREX CAPITAL MARKETS LIMITED,549300S24DMOQB7FX206,MLTF,FXCM,GB,LONDON,MULTILATERAL TRADING FACILITY (MTF) FOR OTC DERIVATIVES.
FXMARKETSPACE LIMITED,FXMT,FXMT,OPRT,,,NSPD,,GB,LONDON,"FXMARKETSPACE SUSPENDED TRADING OPERATIONS ON OCTOBER 17, 2008"
TRADITION-NEX OTF,FXOP,FXOP,OPRT,,5493009GUESWKOCRBE73,OTFS,,GB,LONDON,FX OPTIONS TRADING FACILITY.
G1 EXECUTION SERVICES,G1XX,G1XX,OPRT,,549300MVXLJMF1VIX094,NSPD,,US,CHICAGO,WHOLESALE MARKET MAKER IN NMS AND OTC EQUITY SECURITIES
